material_abbreviation,material_name,section,property_name,value,english,comments,unit,test_condition,source_file
MDPE,"Medium Density Polyethylene (MDPE), Molded",Processing Properties,Processing Temperature,160 - 220,320 - 428 °F,Average value: 198 °C Grade Count:5,°C,,Polymers_material_data.csv
MDPE,"Medium Density Polyethylene (MDPE), Molded",Processing Properties,Melt Temperature,170 - 315,338 - 599 °F,Average value: 231 °C Grade Count:7,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Density,0.924 - 0.995,0.0334 - 0.0359 lb/in³,Average value: 0.954 g/cc Grade Count:522,g/cc,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Brightness,60.0,60.0 %,Average value: 60.0 % Grade Count:10,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Water Absorption,0.000 - 0.0700,0.000 - 0.0700 %,Average value: 0.0146 % Grade Count: 13,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Moisture Absorption at Equilibrium,0.0100 - 0.100,0.0100 - 0.100 %,Average value: 0.0360 % Grade Count:5,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Particle Size,5.00 - 1200,5.00 - 1200 µm,Average value: 614 µm Grade Count:4,µm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Viscosity,32000 - 200000,32000 - 200000 cP,Average value: 89000 cP Grade Count:7,cP,@Temperature 190-190 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Viscosity,32000 - 200000,32000 - 200000 cP,Average value: 89000 cP Grade Count:7,cP,@Temperature 374 - 374 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Viscosity,32000 - 200000,32000 - 200000 cP,Average value: 89000 cP Grade Count:7,cP,@Shear Rate 300-5000 1/s,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Viscosity Test,2.80 - 38.0,280 - 3800 cm³/g,Average value: 846 cm³/g Grade Count:7,dl/g,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Environmental Stress Crack Resistance,1.00 - 10000,1.00 - 10000 hour,Average value: 379 hour Grade Count:142,hour,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Environmental Stress Crack Resistance,2.00 - 500,2.00 - 500 hour,Average value: 115 hour Grade Count:33,hour,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Environmental Stress Crack Resistance,2.00 - 65.0,2.00 - 65.0 hour,Average value: 115 hour Grade Count: 13,hour,@Temperature 50.0-80.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Environmental Stress Crack Resistance,2.00 - 65.0,2.00 - 65.0 hour,Average value: 115 hour Grade Count: 13,hour,@Temperature 122 - 176 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Environmental Stress Crack Resistance,2.00 - 65.0,2.00 - 65.0 hour,Average value: 115 hour Grade Count: 13,hour,@Temperature 50.0 - 50.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Environmental Stress Crack Resistance,2.00 - 65.0,2.00 - 65.0 hour,Average value: 115 hour Grade Count: 13,hour,@Temperature 122 - 122 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Oxidative Induction Time (OIT),20.0 - 100,20.0 - 100 min,Average value: 47.5 min Grade Count:4,min,@Thickness 0.300-2.00 mm,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Oxidative Induction Time (OIT),20.0 - 100,20.0 - 100 min,Average value: 47.5 min Grade Count:4,min,@Thickness 0.0118 - 0.0787 in,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Oxidative Induction Time (OIT),30.0 - 120,30.0 - 120 min,Average value: 59.6 min Grade Count:14,min,@Temperature 200-210 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Oxidative Induction Time (OIT),30.0 - 120,30.0 - 120 min,Average value: 59.6 min Grade Count:14,min,@Temperature 392 - 410 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Linear Mold Shrinkage,0.0100 - 0.0400,0.0100 - 0.0400 in/in,Average value: 0.0217 cm/cm Grade Count:32,cm/cm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,"Linear Mold Shrinkage, Transverse",0.00960 - 0.0300,0.00960 - 0.0300 in/in,Average value: 0.0201 cm/cm Grade Count:14,cm/cm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Melt Flow,0.0250 - 1610,0.0250 - 1610 g/10 min,Average value: 22.7 g/10 min Grade Count:514,g/10 min,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Base Resin Melt Index,2.00 - 20.0,2.00 - 20.0 g/10 min,Average value: 7.00 g/10 min Grade Count:8,g/10 min,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Spiral Flow,15.5 - 55.8,6.10 - 22.0 in,Average value: 33.7 cm Grade Count:50,cm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Physical Properties,Ash,0.000 - 0.0500,0.000 - 0.0500 %,Average value: 0.0260 % Grade Count:5,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Hardness, Rockwell R",33.0 - 66.0,33.0 - 66.0,Average value: 48.7 Grade Count:7,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Hardness, Shore D",50.0 - 76.0,50.0 - 76.0,Average value: 64.5 Grade Count:270,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Ball Indentation Hardness,40.0 - 58.0,5800 - 8410 psi,Average value: 51.6 MPa Grade Count:17,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Tensile Strength, Ultimate",7.60 - 43.0,1100 - 6240 psi,Average value: 22.0 MPa Grade Count:207,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Film Tensile Strength at Yield, MD",21.0 - 35.0,3050 - 5080 psi,Average value: 28.9 MPa Grade Count:5,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Film Tensile Strength at Yield, TD",23.0 - 37.5,3340 - 5440 psi,Average value: 31.1 MPa Grade Count:5,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Tensile Strength, Yield",11.0 - 43.0,1600 - 6240 psi,Average value: 26.2 MPa Grade Count:448,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Film Elongation at Break, MD",595 - 900,595 - 900 %,Average value: 709 % Grade Count:5,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Film Elongation at Break, TD",650 - 950,650 - 950 %,Average value: 860 % Grade Count:5,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Elongation at Break,3.20 - 2230,3.20 - 2230 %,Average value: 587 % Grade Count:352,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Elongation at Yield,3.00 - 80.0,3.00 - 80.0 %,Average value: 10.3 % Grade Count: 130,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Modulus of Elasticity,0.565 - 1.50,81.9 - 218 ksi,Average value: 0.995 GPa Grade Count:84,GPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Flexural Yield Strength,13.8 - 48.3,2000 - 7000 psi,Average value: 31.1 MPa Grade Count:14,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Flexural Modulus,0.280 - 1.86,40.6 - 270 ksi,Average value: 1.14 GPa Grade Count:402,GPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Secant Modulus,0.758 - 1.59,110 - 230 ksi,Average value: 1.03 GPa Grade Count:33,GPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Izod Impact, Notched",0.0200 - 5.340,0.0375 - 10.000 ft-lb/in,Average value: 0.809 J/cm Grade Count: 188,J/cm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Izod Impact, Notched",0.224238 - 5338.47,0.420090 - 10001.1 ft-lb/in,Average value: 1.50 J/cm Grade Count:33,J/cm,@Temperature -40.0 - 18.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Izod Impact, Notched",0.224238 - 5338.47,0.420090 - 10001.1 ft-lb/in,Average value: 1.50 J/cm Grade Count:33,J/cm,@Temperature -40.0 - -0.400 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Izod Impact, Unnotched",3.330 - 5338.47,6.18 - 10001.1 ft-lb/in,Average value: 3.30 J/cm Grade Count:6,J/cm,@Temperature -18.0 - 18.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Izod Impact, Unnotched",3.330 - 5338.47,6.18 - 10001.1 ft-lb/in,Average value: 3.30 J/cm Grade Count:6,J/cm,@Temperature -0.400 - 0.400 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Izod Impact, Notched (ISO)",2.20 - 80.0,1.35 - 38.1 ft-lb/in²,Average value: 21.5 kJ/m² Grade Count:31,kJ/m²,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Charpy Impact, Notched",0.200 - 2.00,0.952 - 9.52 ft-lb/in²,Average value: 0.745 J/cm² Grade Count:53,J/cm²,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Charpy Impact, Notched",0.200 - 0.530,0.952 - 2.52 ft-lb/in²,Average value: 0.413 J/cm² Grade Count:16,J/cm²,@Temperature -30.0 - 30.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Charpy Impact, Notched",0.200 - 0.530,0.952 - 2.52 ft-lb/in²,Average value: 0.413 J/cm² Grade Count:16,J/cm²,@Temperature -22.0 - 22.0 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Gardner Impact,22.6 - 22.6,16.7 - 16.7 ft-lb,Average value: 22.6 J Grade Count:3,J,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Tensile Impact Strength,34.0 - 230,16.2 - 157 ft-lb/in²,Average value: 121 kJ/m² Grade Count:13,kJ/m²,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Tensile Impact Strength,188 - 318.6,89.5 - 151.6 ft-lb/in²,Average value: 228 kJ/m² Grade Count:10,kJ/m²,@Temperature -40.0 - 23.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Tensile Impact Strength,188 - 318.6,89.5 - 151.6 ft-lb/in²,Average value: 228 kJ/m² Grade Count:10,kJ/m²,@Temperature -40.0 - -9.40 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Falling Dart Impact,31.1839 - 176.257,23.0000 - 130.000 ft-lb,Average value: 125 J Grade Count:3,J,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Falling Dart Impact,31.1839 - 176.257,23.0000 - 130.000 ft-lb,Average value: 125 J Grade Count:3,J,@Temperature -40.0 - 40.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Falling Dart Impact,31.1839 - 176.257,23.0000 - 130.000 ft-lb,Average value: 125 J Grade Count:3,J,@Temperature -40.0 - 40.0 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Coefficient of Friction,0.0270 - 0.300,0.0270 - 0.300,Average value: 0.136 Grade Count:3,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Tensile Creep Modulus, 1 hour",400 - 570,58000 - 82700 psi,Average value: 465 MPa Grade Count:4,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Tensile Creep Modulus, 1000 hours",270 - 400,39200 - 58000 psi,Average value: 335 MPa Grade Count:4,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Tear Strength, Film",23.0 - 30.0,23.0 - 30.0,Average value: 28.4 Grade Count:4,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Elmendorf Tear Strength, MD",1.600 - 1.60,43.2 - 40.6 g/mil,Average value: 0.940 g/micron Grade Count:5,g/micron,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Elmendorf Tear Strength, TD",1.70 - 23.0,43.2 - 584 g/mil,Average value: 10.5 g/micron Grade Count:5,g/micron,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Dart Drop,1.10 - 2.50,18.1 - 50.8 g/mil,Average value: 1.47 g/micron Grade Count:4,g/micron,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Film Tensile Strength at Break, MD",23.0 - 35.0,3340 - 5080 psi,Average value: 31.2 MPa Grade Count:6,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,"Film Tensile Strength at Break, TD",20.0 - 50.0,2900 - 7250 psi,Average value: 38.5 MPa Grade Count:6,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Tangent Modulus,1170 - 2760,170000 - 400000 psi,Average value: 1310 MPa Grade Count:7,MPa,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Hydrostatic Design Basis,6.89476 - 6.89476,1000.00 - 1000.00 psi,Average value: 6.895 MPa Grade Count:3,MPa,@Temperature 20.0 °C,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Hydrostatic Design Basis,6.89476 - 6.89476,1000.00 - 1000.00 psi,Average value: 6.895 MPa Grade Count:3,MPa,@Temperature 68.0 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Mechanical Properties,Hydrostatic Design Basis,6.89476 - 6.89476,1000.00 - 1000.00 psi,Average value: 6.895 MPa Grade Count:3,MPa,@Temperature 140 - 140 °F,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Electrical Properties,Electrical Resistivity,1e+05 - 1.00e+17,1e+05 - 1.00e+17 ohm-cm,Average value: 2.05e+16 ohm-cm Grade Count:12,ohm-cm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Electrical Properties,Surface Resistance,10000 - 1.00e+14,10000 - 1.00e+14 ohm,Average value: 6.00e+13 ohm Grade Count:7,ohm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Electrical Properties,Dielectric Constant,2.25 - 2.40,2.25 - 2.40,Average value: 2.36 Grade Count:11,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Electrical Properties,Dielectric Strength,19.7 - 150,500 - 3810 kV/in,Average value: 68.3 kV/mm Grade Count:12,kV/mm,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Electrical Properties,Dissipation Factor,0.0000400 - 0.00100,0.0000400 - 0.00100,Average value: 0.000222 Grade Count:11,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Electrical Properties,Comparative Tracking Index,600,600 V,Average value: 600 V Grade Count:1,V,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,"CTE, linear",20.0 - 165,11.1 - 91.7 µin/in-°F,Average value: 120 µm/m-°C Grade Count:18,µm/m-°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Melting Point,118 - 137,244 - 279 °F,Average value: 131 °C Grade Count:114,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Crystallization Temperature,108 - 120,226 - 248 °F,Average value: 115 °C Grade Count:30,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Deflection Temperature at 0.46 MPa (66 psi),43.3 - 92.1,109 - 198 °F,Average value: 72.9 °C Grade Count:156,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Deflection Temperature at 1.8 MPa (264 psi),32.2 - 86.1,90.0 - 187 °F,Average value: 50.3 °C Grade Count:48,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Vicat Softening Point,64.0 - 194,147 - 381 °F,Average value: 121 °C Grade Count:312,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Brittleness Temperature,-113 - -76.0,-172 - -169 °F,Average value: -93.1 °C Grade Count:161,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,"Flammability, UL94",HB,HB,Average value: HB Grade Count:6,,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Thermal Properties,Oxygen Index,17.0,17.0 %,Average value: 17.0 % Grade Count:4,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Optical Properties,Yellow Index,-1.00 - 4.00,-1.00 - 4.00 %,Average value: 1.98 % Grade Count:25,%,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Processing Properties,Processing Temperature,82.2 - 280,180 - 536 °F,Average value: 211 °C Grade Count:33,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Processing Properties,Nozzle Temperature,160 - 274,320 - 527 °F,Average value: 241 °C Grade Count:26,°C,,Polymers_material_data.csv
HDPE,"High Density Polyethylene (HDPE), Injection Molded",Processing Properties,Melt Temperature,119 - 280,246 - 536 °F,Average value: 221 °C Grade Count:26,°C,,Polymers_material_data.csv
